nThreads, rep, MatrixName, NRows, NCol, NZ, k, hackSize, time, err_rel, speedup, bandwidth, GFLOPS
0, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.291401, 0.896165, 42.601280
0, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.292929, 0.882755, 41.963771
0, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.287781, 0.886011, 42.118577
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.290215, 0.900485, 42.806641
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.294562, 0.908024, 43.165001
0, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.127158, 0.750590, 17.126552
0, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.131377, 0.745037, 16.999846
0, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.136090, 0.748730, 17.084108
0, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.135127, 0.742291, 16.937192
0, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.133729, 0.757174, 17.276785
0, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000004, 11.875055, 0.088751, 0.497714, 11.356569
0, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.133650, 0.758124, 17.298463
0, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000004, 11.875055, 0.092716, 0.524501, 11.967773
0, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.162674, 0.766783, 17.496034
0, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 11.875055, 0.135674, 0.765811, 17.473859
0, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.245651, 0.821999, 21.424825
0, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000003, 14.859458, 0.164428, 0.828760, 21.601057
